elapsed time,timestamp,topic,value
11.61,1784036476.711000000,/ekf/error.y,0.021754212299110565
11.61,1784036476.711000000,/ekf/error.y,0.021771716959265608
11.632,1784036476.733000000,/ekf/error.y,0.021789003851310884
11.632,1784036476.733000000,/ekf/error.y,0.021806113954243922
11.643,1784036476.744000000,/ekf/error.y,0.021821847689174945
11.648,1784036476.749000000,/ekf/error.y,0.021834744474155232
11.664,1784036476.765000000,/ekf/error.y,0.02184365098379981
11.664,1784036476.765000000,/ekf/error.y,0.02184896306686257
11.681000000000001,1784036476.782000000,/ekf/error.y,0.021849885977507366
11.684,1784036476.785000000,/ekf/error.y,0.01980020869794985
11.706,1784036476.807000000,/ekf/error.y,0.07772309344635131
11.73,1784036476.831000000,/ekf/error.y,0.06837460447626043
11.741,1784036476.842000000,/ekf/error.y,0.060987601743404896
11.741,1784036476.842000000,/ekf/error.y,0.05147818808876614
11.758,1784036476.859000000,/ekf/error.y,0.05220657257763539
11.772,1784036476.873000000,/ekf/error.y,0.07390310848752746
11.774000000000001,1784036476.875000000,/ekf/error.y,0.09373545595390753
11.777,1784036476.878000000,/ekf/error.y,0.09463816457619956
11.78,1784036476.881000000,/ekf/error.y,0.09554531829083013
11.803,1784036476.904000000,/ekf/error.y,0.09644387285755807
11.82,1784036476.921000000,/ekf/error.y,0.09734860168686077
11.82,1784036476.921000000,/ekf/error.y,0.09824633617575884
11.841,1784036476.942000000,/ekf/error.y,0.09915646499668862
11.85,1784036476.951000000,/ekf/error.y,0.10007927481019152
11.85,1784036476.951000000,/ekf/error.y,0.10101470728594497
11.864,1784036476.965000000,/ekf/error.y,0.10196509990916691
11.867,1784036476.968000000,/ekf/error.y,0.10293667332113077
11.867,1784036476.968000000,/ekf/error.y,0.10393532290942797
11.904,1784036477.005000000,/ekf/error.y,0.1048986758999878
11.904,1784036477.005000000,/ekf/error.y,0.10380198545776287
11.908,1784036477.009000000,/ekf/error.y,0.02381266246337721
11.927,1784036477.028000000,/ekf/error.y,0.013267899109541514
11.943,1784036477.044000000,/ekf/error.y,0.0047556119071962
11.943,1784036477.044000000,/ekf/error.y,-0.005895180875634454
11.943,1784036477.044000000,/ekf/error.y,-0.006036158307924477
11.945,1784036477.046000000,/ekf/error.y,0.013001197795073582
11.961,1784036477.062000000,/ekf/error.y,0.02792883980284544
11.978,1784036477.079000000,/ekf/error.y,0.03430442723328342
11.978,1784036477.079000000,/ekf/error.y,0.03424121733880314
11.996,1784036477.097000000,/ekf/error.y,0.03416108410230123
11.996,1784036477.097000000,/ekf/error.y,0.03407097341520504
12.017,1784036477.118000000,/ekf/error.y,0.03398735329627478
12.022,1784036477.123000000,/ekf/error.y,0.03391661023556014
12.044,1784036477.145000000,/ekf/error.y,0.0338664045308642
12.044,1784036477.145000000,/ekf/error.y,0.0338427780194438
12.07,1784036477.171000000,/ekf/error.y,0.033805888968587605
12.085,1784036477.186000000,/ekf/error.y,0.03378388943958299
12.085,1784036477.186000000,/ekf/error.y,0.033772160972283305
12.09,1784036477.191000000,/ekf/error.y,0.03376376195839481
12.09,1784036477.191000000,/ekf/error.y,0.0316275691993575
12.112,1784036477.213000000,/ekf/error.y,0.08032803275575262
12.114,1784036477.215000000,/ekf/error.y,0.07038992364853414
12.13,1784036477.231000000,/ekf/error.y,0.06255966620829212
12.13,1784036477.231000000,/ekf/error.y,0.05257230105543853
12.149000000000001,1784036477.250000000,/ekf/error.y,0.0703526705768549
12.149000000000001,1784036477.250000000,/ekf/error.y,0.09477803890099135
12.165,1784036477.266000000,/ekf/error.y,0.0955398245347332
12.18,1784036477.281000000,/ekf/error.y,0.09630382541928295
12.183,1784036477.284000000,/ekf/error.y,0.09707040836201486
12.195,1784036477.296000000,/ekf/error.y,0.0978394764680992
12.198,1784036477.299000000,/ekf/error.y,0.09860624943035501
12.213,1784036477.314000000,/ekf/error.y,0.0993705450923108
12.219,1784036477.320000000,/ekf/error.y,0.10014735208365932
12.23,1784036477.331000000,/ekf/error.y,0.10092845772866577
12.238,1784036477.339000000,/ekf/error.y,0.10168068994431034
12.249,1784036477.350000000,/ekf/error.y,0.10243049059513853
12.264,1784036477.365000000,/ekf/error.y,0.10318300870214192
12.27,1784036477.371000000,/ekf/error.y,0.10393818404600497
12.283,1784036477.384000000,/ekf/error.y,0.10469602243595766
12.291,1784036477.392000000,/ekf/error.y,0.10319204280252259
12.305,1784036477.406000000,/ekf/error.y,0.004296927867802447
12.321,1784036477.422000000,/ekf/error.y,-0.007325357342511829
12.341,1784036477.442000000,/ekf/error.y,-0.016713359276791406
12.341,1784036477.442000000,/ekf/error.y,-0.02839481764784213
12.341,1784036477.442000000,/ekf/error.y,-0.024210260152067953
12.359,1784036477.460000000,/ekf/error.y,0.012108530509273407
12.363,1784036477.464000000,/ekf/error.y,0.014170471825380782
12.377,1784036477.478000000,/ekf/error.y,0.013934235084378965
12.38,1784036477.481000000,/ekf/error.y,0.01371837966441869
12.395,1784036477.496000000,/ekf/error.y,0.013480395733118877
12.409,1784036477.510000000,/ekf/error.y,0.013244358757803498
12.412,1784036477.513000000,/ekf/error.y,0.013010360388167275
12.429,1784036477.530000000,/ekf/error.y,0.012778226605475451
12.431000000000001,1784036477.532000000,/ekf/error.y,0.012547495963493027
12.447,1784036477.548000000,/ekf/error.y,0.012318241998911184
12.451,1784036477.552000000,/ekf/error.y,0.012090294051478656
12.461,1784036477.562000000,/ekf/error.y,0.011861278431937183
12.478,1784036477.579000000,/ekf/error.y,0.011635753944260863
12.481,1784036477.582000000,/ekf/error.y,0.011411938431953761
